A1|B1|1
A1|C1|1
B1|C1|1
B1|D1|1
C1|E1|1
D1|E1|1
E1|F1|1
E1|I1|1
F1|G1|1
F1|H1|1
H1|M1|1
M1|N1|1
M1|O1|1
N1|O1|1
I1|J1|1
I1|K1|1
I1|L1|1
K1|J1|1
K1|L1|1
J1|L1|1
L1|P1|1
P1|Q1|1
P1|R1|1
Q1|R1|1
K1|S1|1
S1|T1|1
S1|V1|1
T1|U1|1
U1|V1|1
U1|W1|1
W1|X1|1
W1|Y1|1
Y1|Z1|1
Z1|A2|1
A2|B2|2
A2|C2|2
B2|C2|2
B2|D2|2
C2|E2|2
D2|E2|2
E2|F2|2
E2|I2|2
F2|G2|2
F2|H2|2
H2|M2|2
M2|N2|2
M2|O2|2
N2|O2|2
I2|J2|2
I2|K2|2
I2|L2|2
K2|J2|2
K2|L2|2
J2|L2|2
L2|P2|2
P2|Q2|2
P2|R2|2
Q2|R2|2
K2|S2|2
S2|T2|2
S2|V2|2
T2|U2|2
U2|V2|2
U2|W2|2
W2|X2|2
W2|Y2|2
Y2|Z2|2
Z2|A3|1
A3|B3|3
A3|C3|3
B3|C3|3
B3|D3|3
C3|E3|3
D3|E3|3
E3|F3|3
E3|I3|3
F3|G3|3
F3|H3|3
H3|M3|3
M3|N3|3
M3|O3|3
N3|O3|3
I3|J3|3
I3|K3|3
I3|L3|3
K3|J3|3
K3|L3|3
J3|L3|3
L3|P3|3
P3|Q3|3
P3|R3|3
Q3|R3|3
K3|S3|3
S3|T3|3
S3|V3|3
T3|U3|3
U3|V3|3
U3|W3|3
W3|X3|3
W3|Y3|3
Y3|Z3|3
Z3|A4|1
A4|B4|4
A4|C4|4
B4|C4|4
B4|D4|4
C4|E4|4
D4|E4|4
E4|F4|4
E4|I4|4
F4|G4|4
F4|H4|4
H4|M4|4
M4|N4|4
M4|O4|4
N4|O4|4
I4|J4|4
I4|K4|4
I4|L4|4
K4|J4|4
K4|L4|4
J4|L4|4
L4|P4|4
P4|Q4|4
P4|R4|4
Q4|R4|4
K4|S4|4
S4|T4|4
S4|V4|4
T4|U4|4
U4|V4|4
U4|W4|4
W4|X4|4
W4|Y4|4
Y4|Z4|4
Z4|A5|1
A5|B5|5
A5|C5|5
B5|C5|5
B5|D5|5
C5|E5|5
D5|E5|5
E5|F5|5
E5|I5|5
F5|G5|5
F5|H5|5
H5|M5|5
M5|N5|5
M5|O5|5
N5|O5|5
I5|J5|5
I5|K5|5
I5|L5|5
K5|J5|5
K5|L5|5
J5|L5|5
L5|P5|5
P5|Q5|5
P5|R5|5
Q5|R5|5
K5|S5|5
S5|T5|5
S5|V5|5
T5|U5|5
U5|V5|5
U5|W5|5
W5|X5|5
W5|Y5|5
Y5|Z5|5
Z5|A11|1
A11|B11|11
A11|C11|11
B11|C11|11
B11|D11|11
C11|E11|11
D11|E11|11
E11|F11|11
E11|I11|11
F11|G11|11
F11|H11|11
H11|M11|11
M11|N11|11
M11|O11|11
N11|O11|11
I11|J11|11
I11|K11|11
I11|L11|11
K11|J11|11
K11|L11|11
J11|L11|11
L11|P11|11
P11|Q11|11
P11|R11|11
Q11|R11|11
K11|S11|11
S11|T11|11
S11|V11|11
T11|U11|11
U11|V11|11
U11|W11|11
W11|X11|11
W11|Y11|11
Y11|Z11|11
Z11|A22|11
A22|B22|22
A22|C22|22
B22|C22|22
B22|D22|22
C22|E22|22
D22|E22|22
E22|F22|22
E22|I22|22
F22|G22|22
F22|H22|22
H22|M22|22
M22|N22|22
M22|O22|22
N22|O22|22
I22|J22|22
I22|K22|22
I22|L22|22
K22|J22|22
K22|L22|22
J22|L22|22
L22|P22|22
P22|Q22|22
P22|R22|22
Q22|R22|22
K22|S22|22
S22|T22|22
S22|V22|22
T22|U22|22
U22|V22|22
U22|W22|22
W22|X22|22
W22|Y22|22
Y22|Z22|22
Z22|A33|11
A33|B33|33
A33|C33|33
B33|C33|33
B33|D33|33
C33|E33|33
D33|E33|33
E33|F33|33
E33|I33|33
F33|G33|33
F33|H33|33
H33|M33|33
M33|N33|33
M33|O33|33
N33|O33|33
I33|J33|33
I33|K33|33
I33|L33|33
K33|J33|33
K33|L33|33
J33|L33|33
L33|P33|33
P33|Q33|33
P33|R33|33
Q33|R33|33
K33|S33|33
S33|T33|33
S33|V33|33
T33|U33|33
U33|V33|33
U33|W33|33
W33|X33|33
W33|Y33|33
Y33|Z33|33
Z33|A44|11
A44|B44|44
A44|C44|44
B44|C44|44
B44|D44|44
C44|E44|44
D44|E44|44
E44|F44|44
E44|I44|44
F44|G44|44
F44|H44|44
H44|M44|44
M44|N44|44
M44|O44|44
N44|O44|44
I44|J44|44
I44|K44|44
I44|L44|44
K44|J44|44
K44|L44|44
J44|L44|44
L44|P44|44
P44|Q44|44
P44|R44|44
Q44|R44|44
K44|S44|44
S44|T44|44
S44|V44|44
T44|U44|44
U44|V44|44
U44|W44|44
W44|X44|44
W44|Y44|44
Y44|Z44|44
Z44|A55|11
A55|B55|55
A55|C55|55
B55|C55|55
B55|D55|55
C55|E55|55
D55|E55|55
E55|F55|55
E55|I55|55
F55|G55|55
F55|H55|55
H55|M55|55
M55|N55|55
M55|O55|55
N55|O55|55
I55|J55|55
I55|K55|55
I55|L55|55
K55|J55|55
K55|L55|55
J55|L55|55
L55|P55|55
P55|Q55|55
P55|R55|55
Q55|R55|55
K55|S55|55
S55|T55|55
S55|V55|55
T55|U55|55
U55|V55|55
U55|W55|55
W55|X55|55
W55|Y55|55
Y55|Z55|55
